nu,I,tau,Gamma',E',J',Ka',Kc',GammaRot',v1',v2',v3',v4',v5',v6',GammaVib',,"Gamma ""","E""","J""","GammaVib""","Ka""","Kc""","GammaRot""",
6586.734698,1.05E-24,3.44E-03,B1,6597.435202,2,1,2,B2,0,2,0,0,0,1,A2,<-,B2,10.700504,1,A1,1,0,B2,
6586.967909,2.18E-24,1.01E-02,B2,7046.339181,15,6,10,A1,3,0,0,1,0,0,B2,<-,B1,459.371272,14,A1,5,9,B1,
6586.967989,2.18E-24,1.01E-02,B1,7046.339156,15,6,9,A2,3,0,0,1,0,0,B2,<-,B2,459.371167,14,A1,5,10,B2,
6587.082854,2.43E-24,6.43E-03,B2,6675.322056,4,3,2,B2,0,0,1,1,0,2,A1,<-,B1,88.239202,3,A1,3,1,B1,
6587.083999,2.43E-24,6.42E-03,B1,6675.323223,4,3,1,B1,0,0,1,1,0,2,A1,<-,B2,88.239224,3,A1,3,0,B2,
6587.141863,1.27E-24,5.44E-03,B1,6878.914403,7,4,4,A1,0,1,1,0,0,1,B1,<-,B2,291.77254,8,A1,5,4,B2,
6587.142141,1.27E-24,5.44E-03,B2,6878.914682,7,4,3,A2,0,1,1,0,0,1,B1,<-,B1,291.772541,8,A1,5,3,B1,
6587.205748,1.05E-24,3.44E-03,B2,6597.744809,2,1,1,B1,0,2,0,0,0,1,A2,<-,B1,10.539061,1,A1,1,1,B1,
6587.240951,4.46E-24,8.45E-03,B2,6648.10784,5,0,5,A2,0,0,2,0,0,1,B1,<-,B1,60.866889,6,A1,1,5,B1,
6587.515901,1.65E-24,2.54E-03,B2,6790.821647,13,1,12,B2,1,0,0,2,2,0,A1,<-,B1,203.305746,12,A1,1,11,B1,
6588.23381,1.17E-24,1.55E-03,B1,6709.1758,10,2,8,A1,0,1,0,0,2,1,B1,<-,B2,120.94199,9,A1,1,8,B2,
6588.235062,1.66E-24,2.17E-03,B2,6662.124582,8,2,6,A1,0,1,0,1,0,2,B2,<-,B1,73.88952,7,A1,1,7,B1,
6588.303244,1.30E-24,1.05E-02,A1,6755.619647,6,4,2,A1,0,0,1,1,0,2,A1,<-,A2,167.316403,5,A1,4,1,A2,
6588.303283,1.30E-24,1.05E-02,A2,6755.619685,6,4,3,A2,0,0,1,1,0,2,A1,<-,A1,167.316402,5,A1,4,2,A1,
6588.321103,4.02E-24,1.38E-02,B1,6860.66627,8,5,3,B1,0,0,1,1,0,2,A1,<-,B2,272.345167,7,A1,5,2,B2,
6588.322044,4.01E-24,1.37E-02,B2,6860.667211,8,5,4,B2,0,0,1,1,0,2,A1,<-,B1,272.345167,7,A1,5,3,B1,
6588.564481,1.87E-24,9.77E-03,B1,7084.379199,16,6,11,A2,3,0,0,1,0,0,B2,<-,B2,495.814718,15,A1,5,10,B2,
6588.564623,1.87E-24,9.77E-03,B2,7084.379132,16,6,10,A1,3,0,0,1,0,0,B2,<-,B1,495.814509,15,A1,5,11,B1,
6588.854674,1.81E-24,4.33E-03,B2,6604.575879,3,1,3,B1,0,2,0,0,0,1,A2,<-,B1,15.721205,2,A1,1,1,B1,
6588.902395,1.34E-24,2.42E-03,B2,6792.208141,11,2,9,A2,0,0,2,0,0,1,B1,<-,B1,203.305746,12,A1,1,11,B1,
6589.240242,1.42E-24,2.39E-03,B1,6824.911183,14,1,13,B1,1,0,0,2,2,0,A1,<-,B2,235.670941,13,A1,1,12,B2,
6589.474106,4.20E-24,9.53E-03,B1,6687.433291,5,3,3,B1,0,0,1,1,0,2,A1,<-,B2,97.959185,4,A1,3,2,B2,
6589.478782,4.19E-24,9.52E-03,B2,6687.438121,5,3,2,B2,0,0,1,1,0,2,A1,<-,B1,97.959339,4,A1,3,1,B1,
6589.609619,1.36E-24,6.10E-03,B2,6861.954786,6,4,3,A2,0,1,1,0,0,1,B1,<-,B1,272.345167,7,A1,5,3,B1,
6589.609696,1.36E-24,6.10E-03,B1,6861.954863,6,4,2,A1,0,1,1,0,0,1,B1,<-,B2,272.345167,7,A1,5,2,B2,
6589.915533,1.10E-24,1.51E-03,B2,6735.846469,11,2,9,A2,0,1,0,0,2,1,B1,<-,B1,145.930936,10,A1,1,9,B1,
6589.940762,1.13E-24,1.69E-03,B1,6635.767337,6,1,5,B1,1,0,0,1,1,2,A1,<-,B2,45.826575,5,A1,1,4,B2,
6589.955907,1.83E-24,4.36E-03,B1,6605.192799,3,1,2,B2,0,2,0,0,0,1,A2,<-,B2,15.236892,2,A1,1,2,B2,
6589.973317,7.37E-24,1.99E-02,B2,6937.297619,15,2,14,A1,0,1,0,1,0,2,B2,<-,B1,347.324302,16,A1,1,15,B1,
6590.193306,4.23E-24,9.12E-03,B1,6636.019881,4,0,4,A1,0,0,2,0,0,1,B1,<-,B2,45.826575,5,A1,1,4,B2,
6590.479049,1.07E-24,2.00E-03,B2,6860.950967,15,1,15,B1,0,2,0,0,0,1,A2,<-,B1,270.471918,14,A1,1,13,B1,
6590.728819,1.70E-24,1.27E-02,A2,6772.621438,7,4,3,A2,0,0,1,1,0,2,A1,<-,A1,181.892619,6,A1,4,2,A1,
6590.728973,1.70E-24,1.28E-02,A1,6772.621584,7,4,4,A1,0,0,1,1,0,2,A1,<-,A2,181.892611,6,A1,4,3,A2,
6590.746419,4.36E-24,1.47E-02,B2,6882.51896,9,5,4,B2,0,0,1,1,0,2,A1,<-,B1,291.772541,8,A1,5,3,B1,
6590.747255,4.36E-24,1.47E-02,B1,6882.519795,9,5,5,B1,0,0,1,1,0,2,A1,<-,B2,291.77254,8,A1,5,4,B2,
6590.845014,2.43E-24,4.68E-03,B1,6614.095605,4,1,4,B2,0,2,0,0,0,1,A2,<-,B2,23.250591,3,A1,1,2,B2,
6590.873005,1.67E-24,2.14E-03,B1,6683.504998,9,2,7,A2,0,1,0,1,0,2,B2,<-,B2,92.631993,8,A1,1,8,B2,
6590.902611,1.09E-24,7.89E-03,A2,6914.928711,15,1,14,B2,0,0,2,0,0,1,B1,<-,A1,324.0261,16,A1,0,16,A1,
6590.918918,1.03E-24,1.67E-02,A1,7018.428438,11,6,6,A1,0,0,1,1,0,2,A1,<-,A2,427.50952,10,A1,6,5,A2,
6590.919082,1.03E-24,1.67E-02,A2,7018.428602,11,6,5,A2,0,0,1,1,0,2,A1,<-,A1,427.50952,10,A1,6,4,A1,
6591.541745,1.03E-24,1.48E-03,B1,6764.930489,12,2,10,A1,0,1,0,0,2,1,B1,<-,B2,173.388744,11,A1,1,10,B2,
6591.752087,1.02E-24,5.68E-03,A2,6648.831766,5,2,4,A1,0,2,0,0,0,1,A2,<-,A1,57.079679,4,A1,2,2,A1,
6591.801377,1.44E-24,2.47E-03,B1,6765.190121,10,2,8,A1,0,0,2,0,0,1,B1,<-,B2,173.388744,11,A1,1,10,B2,
6591.862003,5.51E-24,1.12E-02,B2,6701.97283,6,3,4,B2,0,0,1,1,0,2,A1,<-,B1,110.110827,5,A1,3,3,B1,
6591.876687,5.48E-24,1.12E-02,B1,6701.988128,6,3,3,B1,0,0,1,1,0,2,A1,<-,B2,110.111441,5,A1,3,2,B2,
6591.994575,1.26E-24,1.75E-03,B2,6652.861464,7,1,6,B2,1,0,0,1,1,2,A1,<-,B1,60.866889,6,A1,1,5,B1,
6592.076851,1.44E-24,7.02E-03,B1,6847.42381,5,4,2,A1,0,1,1,0,0,1,B1,<-,B2,255.346959,6,A1,5,2,B2,
6592.076866,1.44E-24,7.02E-03,B2,6847.423825,5,4,1,A2,0,1,1,0,0,1,B1,<-,B1,255.346959,6,A1,5,1,B1,
6592.092317,1.07E-24,1.47E-03,B1,6649.571911,7,1,7,B1,1,0,0,1,1,2,A1,<-,B2,57.479594,6,A1,1,6,B2,
6592.138697,1.48E-24,9.56E-03,A1,6878.574065,14,1,13,B1,0,0,2,0,0,1,B1,<-,A2,286.435368,15,A1,0,15,A2,
6592.707484,2.91E-24,4.83E-03,B2,6625.994117,5,1,5,B1,0,2,0,0,0,1,A2,<-,B1,33.286633,4,A1,1,3,B1,
6592.836288,2.47E-24,4.75E-03,B2,6615.118325,4,1,3,B1,0,2,0,0,0,1,A2,<-,B1,22.282037,3,A1,1,3,B1,
6592.997917,1.09E-24,2.62E-03,B1,6888.153427,13,4,9,A2,0,0,1,2,1,0,B2,<-,B2,295.15551,13,A1,3,10,B2,
6593.045069,3.83E-24,9.98E-03,B2,6626.331702,3,0,3,A2,0,0,2,0,0,1,B1,<-,B1,33.286633,4,A1,1,3,B1,
6593.153104,1.96E-24,1.42E-02,A1,6792.052863,8,4,4,A1,0,0,1,1,0,2,A1,<-,A2,198.899759,7,A1,4,3,A2,
6593.153584,1.97E-24,1.42E-02,A2,6792.053316,8,4,5,A2,0,0,1,1,0,2,A1,<-,A1,198.899732,7,A1,4,4,A1,
6593.224064,4.80E-24,1.63E-02,B1,6906.853484,10,5,5,B1,0,0,1,1,0,2,A1,<-,B2,313.62942,9,A1,5,4,B2,
6593.225353,4.80E-24,1.63E-02,B2,6906.854772,10,5,6,B2,0,0,1,1,0,2,A1,<-,B1,313.629419,9,A1,5,5,B1,
6593.294301,1.09E-24,2.43E-03,B1,6856.638321,12,4,9,A2,0,0,1,2,1,0,B2,<-,B2,263.34402,12,A1,3,10,B2,
6593.300183,1.16E-24,2.60E-03,B2,6856.752476,12,4,8,A1,0,0,1,2,1,0,B2,<-,B1,263.452293,12,A1,3,9,B1,
6593.353531,1.77E-24,1.04E-02,A2,6844.451542,13,1,12,B2,0,0,2,0,0,1,B1,<-,A1,251.098011,14,A1,0,14,A1,
6593.396234,9.20E-24,2.20E-02,B1,6901.091046,14,1,13,B1,0,2,0,1,0,0,A1,<-,B2,307.694812,15,A1,1,14,B2,
6593.491829,1.64E-24,2.11E-03,B2,6707.194574,10,2,8,A1,0,1,0,1,0,2,B2,<-,B1,113.702745,9,A1,1,9,B1,
6593.541127,1.13E-24,1.88E-02,A2,6938.527588,7,7,1,B1,3,0,0,1,0,0,B2,<-,A1,344.986461,6,A1,6,0,A1,
6593.541127,1.13E-24,1.88E-02,A1,6938.527588,7,7,0,B2,3,0,0,1,0,0,B2,<-,A2,344.986461,6,A1,6,1,A2,
6593.57242,1.21E-24,2.54E-03,B1,6827.780686,11,4,7,A2,0,0,1,2,1,0,B2,<-,B2,234.208266,11,A1,3,8,B2,
6593.581063,1.14E-24,2.41E-03,B2,6827.724123,11,4,8,A1,0,0,1,2,1,0,B2,<-,B1,234.14306,11,A1,3,9,B1,
6593.636069,1.03E-24,1.75E-02,A2,7047.845161,12,6,7,A2,0,0,1,1,0,2,A1,<-,A1,454.209092,11,A1,6,6,A1,
6593.636412,1.03E-24,1.75E-02,A1,7047.845504,12,6,6,A1,0,0,1,1,0,2,A1,<-,A2,454.209092,11,A1,6,5,A2,
6593.815973,1.21E-24,2.45E-03,B2,6801.233425,10,4,6,A1,0,0,1,2,1,0,B2,<-,B1,207.417452,10,A1,3,7,B1,
6593.836375,1.13E-24,2.30E-03,B1,6801.216458,10,4,7,A2,0,0,1,2,1,0,B2,<-,B2,207.380083,10,A1,3,8,B2,
6593.940699,1.10E-24,5.50E-03,A1,6663.208455,6,2,5,A2,0,2,0,0,0,1,A2,<-,A2,69.267756,5,A1,2,3,A2,
6593.989758,1.36E-24,1.81E-03,B1,6672.39298,8,1,7,B1,1,0,0,1,1,2,A1,<-,B2,78.403222,7,A1,1,6,B2,
6594.025996,1.11E-24,2.22E-03,B2,6777.080619,9,4,6,A1,0,0,1,2,1,0,B2,<-,B1,183.054623,9,A1,3,7,B1,
6594.032295,1.18E-24,2.34E-03,B1,6777.107085,9,4,5,A2,0,0,1,2,1,0,B2,<-,B2,183.07479,9,A1,3,6,B2,
6594.108911,1.02E-24,5.10E-03,A2,6663.293477,6,2,4,A1,0,2,0,0,0,1,A2,<-,A1,69.184566,5,A1,2,4,A1,
6594.22296,1.10E-24,2.20E-03,B2,6755.399007,8,4,4,A1,0,0,1,2,1,0,B2,<-,B1,161.176047,8,A1,3,5,B1,
6594.225251,1.08E-24,2.17E-03,B1,6755.391198,8,4,5,A2,0,0,1,2,1,0,B2,<-,B2,161.165947,8,A1,3,6,B2,
6594.24815,6.44E-24,1.22E-02,B1,6718.943268,7,3,5,B1,0,0,1,1,0,2,A1,<-,B2,124.695118,6,A1,3,4,B2,
6594.286175,1.17E-24,1.53E-03,B2,6668.175695,8,1,8,B2,1,0,0,1,1,2,A1,<-,B1,73.88952,7,A1,1,7,B1,
6594.287935,6.35E-24,1.21E-02,B2,6718.984893,7,3,4,B2,0,0,1,1,0,2,A1,<-,B1,124.696958,6,A1,3,3,B1,
6594.326025,2.38E-24,6.46E-03,B2,6941.650327,15,3,12,B2,0,0,1,1,0,2,A1,<-,B1,347.324302,16,A1,1,15,B1,
6594.445443,3.27E-24,4.88E-03,B1,6640.272018,6,1,6,B2,0,2,0,0,0,1,A2,<-,B2,45.826575,5,A1,1,4,B2,
6594.541215,1.52E-24,8.43E-03,B2,6835.318836,4,4,1,A2,0,1,1,0,0,1,B1,<-,B1,240.777621,5,A1,5,1,B1,
6594.541217,1.52E-24,8.43E-03,B1,6835.318838,4,4,0,A1,0,1,1,0,0,1,B1,<-,B2,240.777621,5,A1,5,0,B2,
6594.598979,1.96E-24,1.06E-02,A1,6812.62024,12,1,11,B1,0,0,2,0,0,1,B1,<-,A2,218.021261,13,A1,0,13,A2,
6594.748773,1.43E-24,2.38E-03,B2,6740.679709,9,2,7,A2,0,0,2,0,0,1,B1,<-,B1,145.930936,10,A1,1,9,B1,
6595.526158,1.05E-24,1.67E-02,A2,6957.502302,8,7,1,B1,3,0,0,1,0,0,B2,<-,A1,361.976144,7,A1,6,2,A1,
6595.526158,1.05E-24,1.67E-02,A1,6957.502302,8,7,2,B2,3,0,0,1,0,0,B2,<-,A2,361.976144,7,A1,6,1,A2,
6595.575555,2.12E-24,1.51E-02,A2,6813.914106,9,4,5,A2,0,0,1,1,0,2,A1,<-,A1,218.338551,8,A1,4,4,A1,
6595.576845,2.13E-24,1.51E-02,A1,6813.915313,9,4,6,A1,0,0,1,1,0,2,A1,<-,A2,218.338468,8,A1,4,5,A2,
6595.665854,4.94E-24,1.72E-02,B2,6933.582042,11,5,6,B2,0,0,1,1,0,2,A1,<-,B1,337.916188,10,A1,5,5,B1,
6595.667947,4.93E-24,1.72E-02,B1,6933.584132,11,5,7,B1,0,0,1,1,0,2,A1,<-,B2,337.916185,10,A1,5,6,B2,
6595.803844,3.26E-24,1.13E-02,B1,6619.054435,2,0,2,A1,0,0,2,0,0,1,B1,<-,B2,23.250591,3,A1,1,2,B2,
6595.844271,3.00E-24,4.95E-03,B1,6627.516876,5,1,4,B2,0,2,0,0,0,1,A2,<-,B2,31.672605,4,A1,1,4,B2,
6595.910951,2.05E-24,1.03E-02,A2,6783.125762,11,1,10,B2,0,0,2,0,0,1,B1,<-,A1,187.214811,12,A1,0,12,A1,
6595.929646,1.42E-24,1.88E-03,B2,6694.359974,9,1,8,B2,1,0,0,1,1,2,A1,<-,B1,98.430328,8,A1,1,7,B1,
6596.064475,3.50E-24,4.88E-03,B2,6656.931364,7,1,7,B1,0,2,0,0,0,1,A2,<-,B1,60.866889,6,A1,1,5,B1,
6596.069046,1.11E-24,5.16E-03,A2,6679.98332,7,2,6,A1,0,2,0,0,0,1,A2,<-,A1,83.914274,6,A1,2,4,A1,
6596.099441,1.27E-24,1.67E-03,B1,6733.196671,11,2,9,A2,0,1,0,1,0,2,B2,<-,B2,137.09723,10,A1,1,10,B2,
6596.467821,1.23E-24,1.57E-03,B1,6689.099814,9,1,9,B1,1,0,0,1,1,2,A1,<-,B2,92.631993,8,A1,1,8,B2,
6596.634282,7.05E-24,1.28E-02,B2,6738.347409,8,3,6,B2,0,0,1,1,0,2,A1,<-,B1,141.713127,7,A1,3,5,B1,
6596.733663,6.75E-24,1.23E-02,B1,6738.451387,8,3,5,B1,0,0,1,1,0,2,A1,<-,B2,141.717724,7,A1,3,4,B2,
6596.770311,1.14E-23,2.45E-02,B2,6867.242229,13,1,12,B2,0,2,0,1,0,0,A1,<-,B1,270.471918,14,A1,1,13,B1,
6597.313837,2.05E-24,9.85E-03,A1,6756.004651,10,1,9,B1,0,0,2,0,0,1,B1,<-,A2,158.690814,11,A1,0,11,A2,
6597.3238,5.61E-24,4.08E-02,A2,6921.3499,15,0,15,A2,0,2,0,1,0,0,A1,<-,A1,324.0261,16,A1,0,16,A1,
6597.565592,2.50E-24,5.98E-03,B1,6905.260404,14,3,11,B1,0,0,1,1,0,2,A1,<-,B2,307.694812,15,A1,1,14,B2,
6597.573097,3.62E-24,4.84E-03,B1,6675.976319,8,1,8,B2,0,2,0,0,0,1,A2,<-,B2,78.403222,7,A1,1,6,B2,
6597.676028,1.21E-24,2.63E-03,B2,6886.432251,14,0,14,A1,0,1,0,1,0,2,B2,<-,B1,288.756223,15,A1,1,15,B1,
6597.818332,1.46E-24,1.95E-03,B1,6718.760322,10,1,9,B1,1,0,0,1,1,2,A1,<-,B2,120.94199,9,A1,1,8,B2,
6597.99546,2.19E-24,1.56E-02,A1,6838.205291,10,4,6,A1,0,0,1,1,0,2,A1,<-,A2,240.209831,9,A1,4,5,A2,
6597.998523,2.19E-24,1.57E-02,A2,6838.208139,10,4,7,A2,0,0,1,1,0,2,A1,<-,A1,240.209616,9,A1,4,6,A1,
6598.072199,1.82E-23,4.44E-02,B1,6924.063415,15,1,15,B1,0,2,0,1,0,0,A1,<-,B2,325.991216,16,A1,1,16,B2,
6598.110427,4.85E-24,1.77E-02,B1,6962.743695,12,5,7,B1,0,0,1,1,0,2,A1,<-,B2,364.633268,11,A1,5,6,B2,
6598.113895,4.84E-24,1.77E-02,B2,6962.747153,12,5,8,B2,0,0,1,1,0,2,A1,<-,B1,364.633258,11,A1,5,7,B1,
6598.126393,1.07E-24,4.78E-03,A1,6699.156483,8,2,7,A2,0,2,0,0,0,1,A2,<-,A2,101.03009,7,A1,2,5,A2,
6598.476194,2.55E-24,1.43E-02,B2,6614.197399,1,0,1,A2,0,0,2,0,0,1,B1,<-,B1,15.721205,2,A1,1,1,B1,
6598.640865,1.25E-24,1.61E-03,B2,6712.34361,10,1,10,B2,1,0,0,1,1,2,A1,<-,B1,113.702745,9,A1,1,9,B1,
6598.689675,1.47E-24,2.02E-03,B2,6761.500368,12,2,10,A1,0,1,0,1,0,2,B2,<-,B1,162.810693,11,A1,1,11,B1,
6598.825223,1.94E-24,9.09E-03,A2,6731.28885,9,1,8,B2,0,0,2,0,0,1,B1,<-,A1,132.463627,10,A1,0,10,A1,
6598.976356,3.43E-24,5.07E-03,B2,6642.382482,6,1,5,B1,0,2,0,0,0,1,A2,<-,B1,43.406126,5,A1,1,5,B1,
6598.983439,3.62E-24,4.78E-03,B2,6697.413767,9,1,9,B1,0,2,0,0,0,1,A2,<-,B1,98.430328,8,A1,1,7,B1,
6599.022708,7.37E-24,1.32E-02,B1,6760.188655,9,3,7,B1,0,0,1,1,0,2,A1,<-,B2,161.165947,8,A1,3,6,B2,
6599.087034,1.13E-23,3.08E-02,B2,6946.411336,15,1,14,B2,0,2,0,1,0,0,A1,<-,B1,347.324302,16,A1,1,15,B1,
6599.23193,6.46E-24,4.18E-02,A1,6885.667298,14,0,14,A1,0,2,0,1,0,0,A1,<-,A2,286.435368,15,A1,0,15,A2,
6599.258587,6.43E-24,1.15E-02,B2,6760.434634,9,3,6,B2,0,0,1,1,0,2,A1,<-,B1,161.176047,8,A1,3,5,B1,
6599.281906,1.90E-24,3.75E-03,B1,6853.097806,13,0,13,A2,0,1,0,1,0,2,B2,<-,B2,253.8159,14,A1,1,14,B2,
6599.322047,1.24E-24,5.80E-03,A1,6683.070349,7,2,6,A1,1,0,0,2,2,0,A1,<-,A2,83.748302,6,A1,2,5,A2,
6599.657596,1.10E-24,5.16E-03,A2,6683.57187,7,2,5,A2,1,0,0,2,2,0,A1,<-,A1,83.914274,6,A1,2,4,A1,
6599.660844,1.48E-24,2.04E-03,B2,6745.59178,11,1,10,B2,1,0,0,1,1,2,A1,<-,B1,145.930936,10,A1,1,9,B1,
6600.067698,1.42E-23,2.78E-02,B1,6835.738639,12,1,11,B1,0,2,0,1,0,0,A1,<-,B2,235.670941,13,A1,1,12,B2,
6600.1552,2.03E-23,4.44E-02,B2,6888.911423,14,1,14,B2,0,2,0,1,0,0,A1,<-,B1,288.756223,15,A1,1,15,B1,
6600.311709,3.52E-24,4.70E-03,B1,6721.253699,10,1,10,B2,0,2,0,0,0,1,A2,<-,B2,120.94199,9,A1,1,8,B2,
6600.411867,2.18E-24,1.60E-02,A2,6864.926424,11,4,7,A2,0,0,1,1,0,2,A1,<-,A1,264.514557,10,A1,4,6,A1,
6600.418461,2.18E-24,1.60E-02,A1,6864.932518,11,4,8,A1,0,0,1,1,0,2,A1,<-,A2,264.514057,10,A1,4,7,A2,
6600.464299,1.69E-24,7.87E-03,A1,6709.013601,8,1,7,B1,0,0,2,0,0,1,B1,<-,A2,108.549302,9,A1,0,9,A2,
6600.55459,4.61E-24,1.80E-02,B2,6994.335717,13,5,8,B2,0,0,1,1,0,2,A1,<-,B1,393.781127,12,A1,5,7,B1,
6600.560108,4.61E-24,1.80E-02,B1,6994.341212,13,5,9,B1,0,0,1,1,0,2,A1,<-,B2,393.781104,12,A1,5,8,B2,
6600.618587,1.15E-24,1.92E-03,B2,6699.048915,7,2,5,A2,0,0,2,0,0,1,B1,<-,B1,98.430328,8,A1,1,7,B1,
6600.646385,1.87E-24,3.37E-03,B1,6783.721175,10,2,9,A2,0,1,0,3,0,0,B2,<-,B2,183.07479,9,A1,3,6,B2,
6600.808193,2.73E-24,5.86E-03,B2,6871.280111,13,2,12,A1,0,1,0,3,0,0,B2,<-,B1,270.471918,14,A1,1,13,B1,
6600.809787,1.24E-24,1.63E-03,B1,6737.907017,11,1,11,B1,1,0,0,1,1,2,A1,<-,B2,137.09723,10,A1,1,10,B2,
6600.907304,2.77E-24,2.49E-02,A2,6968.970065,15,2,13,A2,0,2,0,1,0,0,A1,<-,A1,368.062761,16,A1,2,14,A1,
6601.031106,2.36E-24,4.31E-03,B2,6822.206066,12,0,12,A1,0,1,0,1,0,2,B2,<-,B1,221.17496,13,A1,1,13,B1,
6601.066676,1.74E-24,2.85E-02,B1,6611.76718,0,0,0,A1,0,0,2,0,0,1,B1,<-,B2,10.700504,1,A1,1,0,B2,
6601.085073,6.97E-24,4.08E-02,A2,6852.183084,13,0,13,A2,0,2,0,1,0,0,A1,<-,A1,251.098011,14,A1,0,14,A1,
6601.290592,1.35E-24,1.96E-03,B1,6792.128841,13,2,11,A2,0,1,0,1,0,2,B2,<-,B2,190.838249,12,A1,1,12,B2,
6601.34813,1.46E-24,6.52E-03,A2,6702.080602,8,2,7,A2,1,0,0,2,2,0,A1,<-,A1,100.732472,7,A1,2,6,A1,
6601.417479,7.40E-24,1.34E-02,B2,6784.472102,10,3,8,B2,0,0,1,1,0,2,A1,<-,B1,183.054623,9,A1,3,7,B1,
6601.454765,2.50E-24,2.19E-02,A1,6963.303348,15,2,14,A1,0,2,0,1,0,0,A1,<-,A2,361.848583,16,A1,2,15,A2,
6601.463382,1.48E-24,2.14E-03,B1,6774.852126,12,1,11,B1,1,0,0,1,1,2,A1,<-,B2,173.388744,11,A1,1,10,B2,
6601.495874,1.20E-23,2.88E-02,B1,6909.190686,14,1,13,B1,0,2,0,1,0,0,A1,<-,B2,307.694812,15,A1,1,14,B2,
6601.578126,3.34E-24,4.59E-03,B2,6747.509062,11,1,11,B1,0,2,0,0,0,1,A2,<-,B1,145.930936,10,A1,1,9,B1,
6601.783753,1.20E-24,5.39E-03,A1,6702.813843,8,2,6,A1,1,0,0,2,2,0,A1,<-,A2,101.03009,7,A1,2,5,A2,
6601.933096,5.29E-24,9.55E-03,B1,6785.007886,10,3,7,B1,0,0,1,1,0,2,A1,<-,B2,183.07479,9,A1,3,6,B2,
6602.227709,3.75E-24,5.15E-03,B1,6659.707303,7,1,6,B2,0,2,0,0,0,1,A2,<-,B2,57.479594,6,A1,1,6,B2,
6602.275892,1.16E-24,5.49E-03,A2,6689.240792,7,1,6,B2,0,0,2,0,0,1,B1,<-,A1,86.9649,8,A1,0,8,A1,
6602.309774,2.25E-23,4.45E-02,B1,6856.125674,13,1,13,B1,0,2,0,1,0,0,A1,<-,B2,253.8159,14,A1,1,14,B2,
6602.798228,2.65E-24,2.11E-02,A1,6931.049484,14,2,12,A1,0,2,0,1,0,0,A1,<-,A2,328.251256,15,A1,2,13,A2,
6602.805888,3.08E-24,4.46E-03,B1,6776.194632,12,1,12,B2,0,2,0,0,0,1,A2,<-,B2,173.388744,11,A1,1,10,B2,
6602.814083,1.07E-24,5.38E-03,A1,6672.081839,6,3,4,B2,0,1,0,1,0,2,B2,<-,A2,69.267756,5,A1,2,3,A2,
6602.823467,2.10E-24,1.62E-02,A1,6894.077286,12,4,8,A1,0,0,1,1,0,2,A1,<-,A2,291.253819,11,A1,4,7,A2,
6602.836546,2.11E-24,1.63E-02,A2,6894.089296,12,4,9,A2,0,0,1,1,0,2,A1,<-,A1,291.25275,11,A1,4,8,A1,
6602.85286,6.10E-24,3.29E-02,A1,6820.874121,12,0,12,A1,0,2,0,1,0,0,A1,<-,A2,218.021261,13,A1,0,13,A2,
6602.881268,2.59E-24,4.43E-03,B1,6793.719517,11,0,11,A2,0,1,0,1,0,2,B2,<-,B2,190.838249,12,A1,1,12,B2,
6602.980374,1.20E-24,1.64E-03,B2,6765.791067,12,1,12,B2,1,0,0,1,1,2,A1,<-,B1,162.810693,11,A1,1,11,B1,
6602.996964,4.28E-24,1.82E-02,B1,7028.35724,14,5,9,B1,0,0,1,1,0,2,A1,<-,B2,425.360276,13,A1,5,8,B2,
6603.005629,4.27E-24,1.81E-02,B2,7028.365855,14,5,10,B2,0,0,1,1,0,2,A1,<-,B1,425.360226,13,A1,5,9,B1,
6603.109779,2.91E-24,5.41E-03,B2,6810.527231,11,2,10,A1,0,1,0,3,0,0,B2,<-,B1,207.417452,10,A1,3,7,B1,
6603.234046,1.45E-24,2.24E-03,B2,6806.539792,13,1,12,B2,1,0,0,1,1,2,A1,<-,B1,203.305746,12,A1,1,11,B1,
6603.259344,1.74E-23,3.16E-02,B2,6806.56509,11,1,10,B2,0,2,0,1,0,0,A1,<-,B1,203.305746,12,A1,1,11,B1,
6603.353825,1.61E-24,7.08E-03,A1,6723.487749,9,1,9,B1,0,0,2,0,0,1,B1,<-,A2,120.133924,8,A1,2,7,A2,
6603.555056,1.14E-24,5.67E-03,A1,6671.28277,6,1,5,B1,0,0,2,0,0,1,B1,<-,A2,67.727714,7,A1,0,7,A2,
6603.601558,1.09E-24,1.90E-03,B1,6682.00478,6,2,4,A1,0,0,2,0,0,1,B1,<-,B2,78.403222,7,A1,1,6,B2,
6603.658338,2.61E-24,1.42E-02,B2,6614.197399,1,0,1,A2,0,0,2,0,0,1,B1,<-,B1,10.539061,1,A1,1,1,B1,
6603.817543,4.30E-24,1.44E-02,B1,6619.054435,2,0,2,A1,0,0,2,0,0,1,B1,<-,B2,15.236892,2,A1,1,2,B2,
6603.827326,7.11E-24,1.32E-02,B1,6811.207409,11,3,9,B1,0,0,1,1,0,2,A1,<-,B2,207.380083,10,A1,3,8,B2,
6603.845631,2.58E-24,1.39E-02,A1,6821.866892,12,0,12,A1,0,2,0,1,0,0,A1,<-,A2,218.021261,13,A1,0,13,A2,
6603.870826,1.25E-24,5.51E-03,A2,6724.498043,9,2,7,A2,1,0,0,2,2,0,A1,<-,A1,120.627217,8,A1,2,6,A1,
6603.896598,1.18E-23,2.54E-02,B2,6874.368516,13,1,12,B2,0,2,0,1,0,0,A1,<-,B1,270.471918,14,A1,1,13,B1,
