vibrational_f	angmom_total_f	vibrational_i	angmom_total_i	transition_wavenumber	unc	lambda	unc	einstein_coefficient	unc	Atot	energy_f	unc	Tu	degeneracy
2	7	0	9	5953.654958	0.002	1.679640502	4E-07	1.29E-08	1.29E-08	1.47E-06	-25162.451586	0.002	15762.7	45
2	7	0	7	7768.147364	0.002	1.287308226	3E-07	1.19E-07	1.2E-07	1.47E-06	-25162.451586	0.002	15762.7	45
2	7	0	5	9215.428322	0.002	1.085136757	2E-07	3.28E-07	3.28E-07	1.47E-06	-25162.451586	0.002	15762.7	45
2	7	1	9	2047.17684	0.0007	4.884775856	2E-06	7.48E-08	7.48E-08	1.47E-06	-25162.451586	0.002	15762.7	45
2	7	1	7	3768.092136	0.0008	2.65386292	6E-07	3.41E-07	3.79E-07	1.47E-06	-25162.451586	0.002	15762.7	45
2	7	1	5	5141.696017	0.0009	1.94488355	3E-07	5.06E-07	5.06E-07	1.47E-06	-25162.451586	0.002	15762.7	45
2	7	2	5	1301.420539	7E-05	7.683911311	4E-07	4.88E-08	4.88E-08	1.47E-06	-25162.451586	0.002	15762.7	45
2	8	0	10	5701.194593	0.002	1.754018362	5E-07	7.95E-09	7.95E-09	1.41E-06	-24385.954524	0.002	16879.9	17
2	8	0	8	7680.171891	0.002	1.302054191	3E-07	1.18E-07	1.18E-07	1.41E-06	-24385.954524	0.002	16879.9	17
2	8	0	6	9317.217918	0.002	1.073281755	2E-07	3.38E-07	3.38E-07	1.41E-06	-24385.954524	0.002	16879.9	17
2	8	1	10	1848.377203	0.0007	5.410151123	2E-06	4.87E-08	4.87E-08	1.41E-06	-24385.954524	0.002	16879.9	17
2	8	1	8	3724.532531	0.0008	2.6849007	6E-07	3.23E-07	3.72E-07	1.41E-06	-24385.954524	0.002	16879.9	17
2	8	1	6	5277.726134	0.0009	1.894755383	3E-07	4.31E-07	4.31E-07	1.41E-06	-24385.954524	0.002	16879.9	17
2	8	2	6	1470.986313	8E-05	6.798159787	4E-07	9.34E-08	9.34E-08	1.41E-06	-24385.954524	0.002	16879.9	17
2	9	0	11	5452.652867	0.002	1.833969674	5E-07	4.72E-09	4.72E-09	1.36E-06	-23533.353025	0.002	18106.6	57
2	9	0	9	7582.75352	0.002	1.318782151	3E-07	1.16E-07	1.16E-07	1.36E-06	-23533.353025	0.002	18106.6	57
2	9	0	7	9397.245925	0.002	1.064141567	2E-07	3.39E-07	3.39E-07	1.36E-06	-23533.353025	0.002	18106.6	57
2	9	1	11	1657.743332	0.0007	6.032296923	2E-06	3.06E-08	3.06E-08	1.36E-06	-23533.353025	0.002	18106.6	57
2	9	1	9	3676.275402	0.0008	2.720144414	6E-07	3.04E-07	3.66E-07	1.36E-06	-23533.353025	0.002	18106.6	57
2	9	1	7	5397.190697	0.0009	1.852815763	3E-07	3.4E-07	3.4E-07	1.36E-06	-23533.353025	0.002	18106.6	57
2	9	2	7	1629.098562	9E-05	6.138364021	3E-07	1.61E-07	1.61E-07	1.36E-06	-23533.353025	0.002	18106.6	57
2	10	0	12	5208.680304	0.002	1.919872101	5E-07	2.69E-09	2.69E-09	1.32E-06	-22610.787591	0.002	19434	21
2	10	0	10	7476.361527	0.002	1.337549016	3E-07	1.14E-07	1.15E-07	1.32E-06	-22610.787591	0.002	19434	21
2	10	0	8	9455.338825	0.002	1.05760356	2E-07	3.28E-07	3.28E-07	1.32E-06	-22610.787591	0.002	19434	21
2	10	1	12	1475.672478	0.0006	6.776571461	3E-06	1.84E-08	1.84E-08	1.32E-06	-22610.787591	0.002	19434	21
2	10	1	10	3623.544136	0.0008	2.759729046	6E-07	2.84E-07	3.6E-07	1.32E-06	-22610.787591	0.002	19434	21
2	10	1	8	5499.699464	0.0009	1.818281174	3E-07	2.43E-07	2.43E-07	1.32E-06	-22610.787591	0.002	19434	21
2	10	2	8	1775.166934	0.0001	5.633273023	3E-07	2.55E-07	2.55E-07	1.32E-06	-22610.787591	0.002	19434	21
2	11	0	13	4969.746936	0.001	2.012174891	6E-07	1.47E-09	1.47E-09	1.32E-06	-21624.530768	0.003	20853	69
2	11	0	11	7361.475123	0.002	1.358423391	3E-07	1.12E-07	1.13E-07	1.32E-06	-21624.530768	0.003	20853	69
2	11	0	9	9491.575776	0.002	1.053565839	2E-07	3.09E-07	3.09E-07	1.32E-06	-21624.530768	0.003	20853	69
2	11	1	13	1302.385874	0.0006	7.678215957	4E-06	1.06E-08	1.06E-08	1.32E-06	-21624.530768	0.003	20853	69
2	11	1	11	3566.565589	0.0008	2.803817777	6E-07	2.64E-07	3.55E-07	1.32E-06	-21624.530768	0.003	20853	69
2	11	1	9	5585.097658	0.0009	1.790478988	3E-07	1.51E-07	1.51E-07	1.32E-06	-21624.530768	0.003	20853	69
2	11	2	9	1908.822256	0.0001	5.238832463	3E-07	3.79E-07	3.79E-07	1.32E-06	-21624.530768	0.003	20853	69
2	12	0	14	4736.161615	0.001	2.111414435	6E-07	7.6E-10	7.6E-10	1.35E-06	-20580.895552	0.003	22354.5	25
2	12	0	12	7238.572343	0.002	1.381487885	3E-07	1.09E-07	1.1E-07	1.35E-06	-20580.895552	0.003	22354.5	25
2	12	0	10	9506.253566	0.002	1.051939119	2E-07	2.82E-07	2.82E-07	1.35E-06	-20580.895552	0.003	22354.5	25
2	12	1	14	1137.953191	0.0006	8.787707683	5E-06	5.82E-09	5.82E-09	1.35E-06	-20580.895552	0.003	22354.5	25
2	12	1	12	3505.564517	0.0008	2.852607605	6E-07	2.43E-07	3.5E-07	1.35E-06	-20580.895552	0.003	22354.5	25
2	12	1	10	5653.436175	0.0009	1.768835747	3E-07	7.36E-08	7.36E-08	1.35E-06	-20580.895552	0.003	22354.5	25
2	12	2	10	2029.892039	0.0001	4.926370372	3E-07	5.32E-07	5.32E-07	1.35E-06	-20580.895552	0.003	22354.5	25
2	13	0	15	4508.091641	0.001	2.218233522	7E-07	3.71E-10	3.71E-10	1.44E-06	-19486.158534	0.003	23929.6	81
2	13	0	13	7108.119171	0.002	1.406841917	3E-07	1.07E-07	1.08E-07	1.44E-06	-19486.158534	0.003	23929.6	81
2	13	0	11	9499.847357	0.002	1.052648493	2E-07	2.49E-07	2.49E-07	1.44E-06	-19486.158534	0.003	23929.6	81
2	13	1	15	982.316961	0.0006	10.180013577	6E-06	2.99E-09	2.99E-09	1.44E-06	-19486.158534	0.003	23929.6	81
2	13	1	13	3440.758108	0.0007	2.906336245	6E-07	2.22E-07	3.47E-07	1.44E-06	-19486.158534	0.003	23929.6	81
2	13	1	11	5704.937823	0.0009	1.752867483	3E-07	2.06E-08	2.06E-08	1.44E-06	-19486.158534	0.003	23929.6	81
2	13	2	11	2138.372235	0.0001	4.676454284	3E-07	7.13E-07	7.13E-07	1.44E-06	-19486.158534	0.003	23929.6	81
2	14	0	16	4285.581495	0.001	2.333405633	7E-07	1.69E-10	1.69E-10	1.58E-06	-18346.498051	0.003	25569.3	29
2	14	0	14	6970.559116	0.002	1.434605149	3E-07	1.04E-07	1.05E-07	1.58E-06	-18346.498051	0.003	25569.3	29
2	14	0	12	9472.969844	0.002	1.055635156	2E-07	2.12E-07	2.12E-07	1.58E-06	-18346.498051	0.003	25569.3	29
2	14	1	16	835.315728	0.0005	11.971521264	8E-06	1.42E-09	1.42E-09	1.58E-06	-18346.498051	0.003	25569.3	29
2	14	1	14	3372.350692	0.0007	2.965290657	6E-07	2.01E-07	3.44E-07	1.58E-06	-18346.498051	0.003	25569.3	29
2	14	1	12	5739.962018	0.0009	1.742171807	3E-07	5.93E-11	5.93E-11	1.58E-06	-18346.498051	0.003	25569.3	29
2	14	2	12	2234.397501	0.0002	4.475479406	3E-07	9.18E-07	9.18E-07	1.58E-06	-18346.498051	0.003	25569.3	29
2	15	0	17	4068.569819	0.001	2.457866141	8E-07	7.2E-11	7.2E-11	1.78E-06	-17167.946827	0.003	27265	93
2	15	0	15	6826.303347	0.002	1.464921714	3E-07	1.01E-07	1.02E-07	1.78E-06	-17167.946827	0.003	27265	93
2	15	0	13	9426.330877	0.002	1.060858157	2E-07	1.74E-07	1.74E-07	1.78E-06	-17167.946827	0.003	27265	93
2	15	1	17	696.70513	0.0005	14.353274534	1E-05	6.13E-10	6.13E-10	1.78E-06	-17167.946827	0.003	27265	93
2	15	1	15	3300.528668	0.0007	3.029817646	7E-07	1.8E-07	3.43E-07	1.78E-06	-17167.946827	0.003	27265	93
2	15	1	13	5758.969815	0.0009	1.736421673	3E-07	1.8E-08	1.8E-08	1.78E-06	-17167.946827	0.003	27265	93
2	15	2	13	2318.211706	0.0002	4.313669875	3E-07	1.14E-06	1.14E-06	1.78E-06	-17167.946827	0.003	27265	93
2	16	0	18	3856.904083	0.001	2.592753095	8E-07	2.89E-11	2.89E-11	2.03E-06	-15956.358171	0.003	29008.2	33
2	16	0	16	6675.721375	0.002	1.497965454	3E-07	9.71E-08	9.92E-08	2.03E-06	-15956.358171	0.003	29008.2	33
2	16	0	14	9360.698996	0.002	1.068296289	2E-07	1.35E-07	1.35E-07	2.03E-06	-15956.358171	0.003	29008.2	33
2	16	1	18	566.176428	0.0005	17.662338991	1E-05	2.31E-10	2.31E-10	2.03E-06	-15956.358171	0.003	29008.2	33
2	16	1	16	3225.455608	0.0007	3.100337197	7E-07	1.6E-07	3.44E-07	2.03E-06	-15956.358171	0.003	29008.2	33
2	16	1	14	5762.490572	0.0009	1.735360757	3E-07	7.83E-08	7.83E-08	2.03E-06	-15956.358171	0.003	29008.2	33
2	16	2	14	2390.13988	0.0002	4.183855549	3E-07	1.37E-06	1.37E-06	2.03E-06	-15956.358171	0.003	29008.2	33
2	17	0	19	3650.352608	0.001	2.739461382	9E-07	1.16E-11	1.16E-11	2.33E-06	-14717.384513	0.003	30790.8	105
2	17	0	17	6519.132133	0.002	1.533946513	3E-07	9.34E-08	9.58E-08	2.33E-06	-14717.384513	0.003	30790.8	105
2	17	0	15	9276.865661	0.002	1.077950287	2E-07	9.86E-08	9.86E-08	2.33E-06	-14717.384513	0.003	30790.8	105
2	17	1	19	443.372315	0.0005	22.554407801	2E-05	7.24E-11	7.24E-11	2.33E-06	-14717.384513	0.003	30790.8	105
2	17	1	17	3147.267444	0.0007	3.177359464	7E-07	1.41E-07	3.46E-07	2.33E-06	-14717.384513	0.003	30790.8	105
2	17	1	15	5751.090982	0.0009	1.738800522	3E-07	1.83E-07	1.83E-07	2.33E-06	-14717.384513	0.003	30790.8	105
2	17	2	15	2450.562314	0.0002	4.080696068	3E-07	1.61E-06	1.61E-06	2.33E-06	-14717.384513	0.003	30790.8	105
2	18	0	20	3448.613719	0.001	2.89971589	1E-06	5.37E-12	5.37E-12	2.67E-06	-13456.467068	0.003	32605	37
2	18	0	18	6356.795185	0.001	1.573119742	3E-07	8.95E-08	9.22E-08	2.67E-06	-13456.467068	0.003	32605	37
2	18	0	16	9175.612478	0.002	1.089845503	2E-07	6.6E-08	6.6E-08	2.67E-06	-13456.467068	0.003	32605	37
2	18	1	20	327.899969	0.0004	30.497105658	4E-05	1.7E-11	1.7E-11	2.67E-06	-13456.467068	0.003	32605	37
2	18	1	18	3066.067531	0.0007	3.261506767	7E-07	1.22E-07	3.49E-07	2.67E-06	-13456.467068	0.003	32605	37
2	18	1	16	5725.346711	0.0009	1.746619114	3E-07	3.31E-07	3.31E-07	2.67E-06	-13456.467068	0.003	32605	37
2	18	2	16	2499.891103	0.0002	4.000174243	3E-07	1.84E-06	1.84E-06	2.67E-06	-13456.467068	0.003	32605	37
2	19	0	21	3251.321853	0.001	3.075672127	1E-06	3.68E-12	3.68E-12	3.05E-06	-12178.835492	0.003	34443.2	117
2	19	0	19	6188.901629	0.001	1.615795597	4E-07	8.53E-08	8.84E-08	3.05E-06	-12178.835492	0.003	34443.2	117
2	19	0	17	9057.681155	0.002	1.10403533	2E-07	3.88E-08	3.88E-08	3.05E-06	-12178.835492	0.003	34443.2	117
2	19	1	21	219.341479	0.0004	45.591011995	8E-05	2.41E-12	2.41E-12	3.05E-06	-12178.835492	0.003	34443.2	117
2	19	1	19	2981.921337	0.0007	3.353542522	8E-07	1.05E-07	3.54E-07	3.05E-06	-12178.835492	0.003	34443.2	117
2	19	1	17	5685.816466	0.0009	1.758762362	3E-07	5.19E-07	5.19E-07	3.05E-06	-12178.835492	0.003	34443.2	117
2	19	2	17	2538.549021	0.0002	3.939258181	3E-07	2.05E-06	2.05E-06	3.05E-06	-12178.835492	0.003	34443.2	117
2	20	0	22	3058.050401	0.001	3.270057288	1E-06	4.06E-12	4.06E-12	3.44E-06	-10889.516677	0.003	36298.3	41
2	20	0	20	6015.56411	0.001	1.662354489	4E-07	8.08E-08	8.44E-08	3.44E-06	-10889.516677	0.003	36298.3	41
2	20	0	18	8923.745576	0.002	1.120605682	2E-07	1.81E-08	1.81E-08	3.44E-06	-10889.516677	0.003	36298.3	41
2	20	1	22	117.261778	0.0004	85.279280005	0.0003	1.11E-13	1.11E-13	3.44E-06	-10889.516677	0.003	36298.3	41
2	20	1	20	2894.85036	0.0007	3.454409989	8E-07	8.86E-08	3.6E-07	3.44E-06	-10889.516677	0.003	36298.3	41
2	20	1	18	5633.017922	0.0009	1.775247325	3E-07	7.44E-07	7.44E-07	3.44E-06	-10889.516677	0.003	36298.3	41
2	20	2	18	2566.950391	0.0002	3.895673261	3E-07	2.24E-06	2.24E-06	3.44E-06	-10889.516677	0.003	36298.3	41
2	21	0	23	2868.310924	0.001	3.486372386	1E-06	6E-12	6E-12	3.84E-06	-9593.352238	0.004	38163.2	129
2	21	0	21	5836.805107	0.001	1.713266045	4E-07	7.61E-08	8.02E-08	3.84E-06	-9593.352238	0.004	38163.2	129
2	21	0	19	8774.384883	0.002	1.13968103	2E-07	4.97E-09	4.97E-09	3.84E-06	-9593.352238	0.004	38163.2	129
2	21	1	23	21.214244	0.0003	471.381398272	0.008	2.28E-17	2.28E-17	3.84E-06	-9593.352238	0.004	38163.2	129
2	21	1	21	2804.824733	0.0007	3.565285161	8E-07	7.36E-08	3.67E-07	3.84E-06	-9593.352238	0.004	38163.2	129
2	21	1	19	5567.40459	0.0009	1.796169084	3E-07	9.98E-07	9.98E-07	3.84E-06	-9593.352238	0.004	38163.2	129
2	21	2	19	2585.483254	0.0002	3.867748896	4E-07	2.39E-06	2.39E-06	3.84E-06	-9593.352238	0.004	38163.2	129
2	22	0	24	2681.548105	0.001	3.729189113	1E-06	9.49E-12	9.49E-12	4.23E-06	-8295.024753	0.004	40031.2	45
2	22	0	22	5652.542326	0.001	1.769115457	4E-07	7.12E-08	7.59E-08	4.23E-06	-8295.024753	0.004	40031.2	45
2	22	0	20	8610.056035	0.002	1.161432627	2E-07	2.35E-11	2.35E-11	4.23E-06	-8295.024753	0.004	40031.2	45
2	22	1	22	2711.753702	0.0006	3.687650539	9E-07	6E-08	3.75E-07	4.23E-06	-8295.024753	0.004	40031.2	45
2	22	1	20	5489.342285	0.0009	1.82171187	3E-07	1.28E-06	1.28E-06	4.23E-06	-8295.024753	0.004	40031.2	45
2	22	2	20	2594.491925	0.0003	3.854319184	4E-07	2.5E-06	2.5E-06	4.23E-06	-8295.024753	0.004	40031.2	45
2	23	0	25	2497.129356	0.001	4.00459831	2E-06	1.44E-11	1.44E-11	4.6E-06	-6999.093674	0.004	41895.7	141
2	23	0	23	5462.569488	0.001	1.830640328	4E-07	6.61E-08	7.14E-08	4.6E-06	-6999.093674	0.004	41895.7	141
2	23	0	21	8431.063671	0.002	1.186089963	2E-07	3.83E-09	3.83E-09	4.6E-06	-6999.093674	0.004	41895.7	141
2	23	1	23	2615.472807	0.0006	3.823400485	9E-07	4.78E-08	3.83E-07	4.6E-06	-6999.093674	0.004	41895.7	141
2	23	1	21	5399.083297	0.0009	1.852166275	3E-07	1.57E-06	1.57E-06	4.6E-06	-6999.093674	0.004	41895.7	141
2	23	2	21	2594.258564	0.0003	3.854665891	4E-07	2.57E-06	2.57E-06	4.6E-06	-6999.093674	0.004	41895.7	141
2	23	3	21	24.330922	0.0003	410.999632484	0.005	6.08E-17	6.08E-17	4.6E-06	-6999.093674	0.004	41895.7	141
2	24	0	26	2314.327201	0.0009	4.320910196	2E-06	2.02E-11	2.02E-11	4.92E-06	-5710.04296	0.004	43750.4	49
2	24	0	24	5266.529898	0.001	1.898783486	5E-07	6.07E-08	6.69E-08	4.92E-06	-5710.04296	0.004	43750.4	49
2	24	0	22	8237.524119	0.002	1.213956992	2E-07	1.68E-08	1.68E-08	4.92E-06	-5710.04296	0.004	43750.4	49
2	24	1	24	2515.725862	0.0006	3.974995905	1E-06	3.71E-08	3.91E-07	4.92E-06	-5710.04296	0.004	43750.4	49
2	24	1	22	5296.735495	0.0009	1.887955328	3E-07	1.86E-06	1.86E-06	4.92E-06	-5710.04296	0.004	43750.4	49
2	24	2	22	2584.981793	0.0003	3.868499201	4E-07	2.59E-06	2.59E-06	4.92E-06	-5710.04296	0.004	43750.4	49
2	24	3	22	111.894327	0.0003	89.370035712	0.0002	1.32E-13	1.32E-13	4.92E-06	-5710.04296	0.004	43750.4	49
2	25	0	27	2132.291184	0.0009	4.689790998	2E-06	2.59E-11	2.59E-11	5.2E-06	-4432.3444	0.004	45588.7	153
2	25	0	25	5063.878631	0.001	1.974770868	5E-07	5.52E-08	6.24E-08	5.2E-06	-4432.3444	0.004	45588.7	153
2	25	0	23	8029.318762	0.002	1.245435671	2E-07	3.91E-08	3.91E-08	5.2E-06	-4432.3444	0.004	45588.7	153
2	25	1	25	2412.13866	0.0006	4.145698656	1E-06	2.79E-08	3.98E-07	5.2E-06	-4432.3444	0.004	45588.7	153
2	25	1	23	5182.222082	0.0009	1.929674152	3E-07	2.15E-06	2.15E-06	5.2E-06	-4432.3444	0.004	45588.7	153
2	25	2	23	2566.749275	0.0003	3.895978504	4E-07	2.56E-06	2.56E-06	5.2E-06	-4432.3444	0.004	45588.7	153
2	25	3	23	194.786244	0.0002	51.338327567	6E-05	2.21E-12	2.21E-12	5.2E-06	-4432.3444	0.004	45588.7	153
2	26	0	28	1950.003542	0.0008	5.128195813	2E-06	3.03E-11	3.03E-11	5.41E-06	-3170.543897	0.004	47404.1	53
2	26	0	26	4853.826264	0.001	2.060230312	5E-07	4.95E-08	5.8E-08	5.41E-06	-3170.543897	0.004	47404.1	53
2	26	0	24	7806.028961	0.002	1.281061094	3E-07	7.09E-08	7.09E-08	5.41E-06	-3170.543897	0.004	47404.1	53
2	26	1	26	2304.179031	0.0006	4.339940545	1E-06	2.01E-08	4.04E-07	5.41E-06	-3170.543897	0.004	47404.1	53
2	26	1	24	5055.224925	0.0009	1.978151348	3E-07	2.41E-06	2.41E-06	5.41E-06	-3170.543897	0.004	47404.1	53
2	26	2	24	2539.499063	0.0003	3.937784481	5E-07	2.47E-06	2.47E-06	5.41E-06	-3170.543897	0.004	47404.1	53
2	26	3	24	273.483091	0.0002	36.565331931	3E-05	1.26E-11	1.26E-11	5.41E-06	-3170.543897	0.004	47404.1	53
2	27	0	29	1766.207858	0.0008	5.661847757	2E-06	3.24E-11	3.24E-11	5.54E-06	-1929.384092	0.004	49189.9	165
2	27	0	27	4635.251491	0.001	2.157380246	6E-07	4.36E-08	5.36E-08	5.54E-06	-1929.384092	0.004	49189.9	165
2	27	0	25	7566.838938	0.002	1.321555815	3E-07	1.12E-07	1.12E-07	5.54E-06	-1929.384092	0.004	49189.9	165
2	27	1	27	2191.093337	0.0005	4.563931546	1E-06	1.38E-08	4.06E-07	5.54E-06	-1929.384092	0.004	49189.9	165
2	27	1	25	4915.098967	0.0009	2.034547029	4E-07	2.64E-06	2.64E-06	5.54E-06	-1929.384092	0.004	49189.9	165
2	27	2	25	2502.960307	0.0003	3.995269111	5E-07	2.32E-06	2.32E-06	5.54E-06	-1929.384092	0.004	49189.9	165
2	27	3	25	348.484957	0.0002	28.695643238	1E-05	4.4E-11	4.4E-11	5.54E-06	-1929.384092	0.004	49189.9	165
2	28	0	30	1579.289327	0.0007	6.331961996	3E-06	3.14E-11	3.14E-11	5.57E-06	-713.989298	0.004	50938.6	57
2	28	0	28	4406.558141	0.001	2.269344845	6E-07	3.76E-08	4.96E-08	5.57E-06	-713.989298	0.004	50938.6	57
2	28	0	26	7310.380862	0.002	1.367917786	3E-07	1.63E-07	1.63E-07	5.57E-06	-713.989298	0.004	50938.6	57
2	28	1	28	2071.799683	0.0005	4.826721464	1E-06	8.84E-09	4.04E-07	5.57E-06	-713.989298	0.004	50938.6	57
2	28	1	26	4760.733629	0.0009	2.100516597	4E-07	2.83E-06	2.83E-06	5.57E-06	-713.989298	0.004	50938.6	57
2	28	2	26	2456.554599	0.0003	4.070742008	5E-07	2.12E-06	2.12E-06	5.57E-06	-713.989298	0.004	50938.6	57
2	28	3	26	420.330563	0.0001	23.790799148	7E-06	1.16E-10	1.16E-10	5.57E-06	-713.989298	0.004	50938.6	57
3	0	0	2	11428.017957	0.002	0.875042377	2E-07	3.36E-08	3.36E-08	2.36E-06	-24335.678363	0.003	16952.2	1
3	0	1	2	7284.552568	0.002	1.372767909	3E-07	9.17E-07	9.17E-07	2.36E-06	-24335.678363	0.003	16952.2	1
3	0	2	2	3376.030086	0.0007	2.962058911	6E-07	1.41E-06	1.41E-06	2.36E-06	-24335.678363	0.003	16952.2	1
3	1	0	3	11177.969178	0.002	0.894616888	2E-07	1.15E-08	1.15E-08	2.36E-06	-24234.58143	0.003	17097.7	9
3	1	0	1	11765.00121	0.002	0.849978663	2E-07	2.6E-08	2.6E-08	2.36E-06	-24234.58143	0.003	17097.7	9
3	1	1	3	7052.096474	0.002	1.418018037	3E-07	4.34E-07	4.34E-07	2.36E-06	-24234.58143	0.003	17097.7	9
3	1	1	1	7609.74735	0.002	1.314104075	3E-07	4.98E-07	4.99E-07	2.36E-06	-24234.58143	0.003	17097.7	9
3	1	2	3	3160.78588	0.0007	3.163770144	7E-07	7.04E-07	7.04E-07	2.36E-06	-24234.58143	0.003	17097.7	9
3	1	2	1	3689.693591	0.0007	2.710252153	5E-07	6.87E-07	6.88E-07	2.36E-06	-24234.58143	0.003	17097.7	9
3	2	0	4	10915.899813	0.002	0.916094886	2E-07	4.83E-09	4.83E-09	2.37E-06	-24033.372194	0.003	17387.2	5
3	2	0	2	11730.324126	0.002	0.852491363	2E-07	1.87E-08	1.87E-08	2.37E-06	-24033.372194	0.003	17387.2	5
3	2	0	0	12084.69726	0.002	0.827492802	2E-07	2.16E-08	2.16E-08	2.37E-06	-24033.372194	0.003	17387.2	5
3	2	1	4	6813.317714	0.002	1.467713737	3E-07	2.85E-07	2.85E-07	2.37E-06	-24033.372194	0.003	17387.2	5
3	2	1	2	7586.858737	0.002	1.318068564	3E-07	3.55E-07	3.55E-07	2.37E-06	-24033.372194	0.003	17387.2	5
3	2	1	0	7923.531039	0.002	1.262063586	2E-07	3.19E-07	3.19E-07	2.37E-06	-24033.372194	0.003	17387.2	5
3	2	2	4	2944.799519	0.0007	3.395816909	8E-07	4.87E-07	4.87E-07	2.37E-06	-24033.372194	0.003	17387.2	5
3	2	2	2	3678.336254	0.0007	2.718620406	5E-07	4.84E-07	4.89E-07	2.37E-06	-24033.372194	0.003	17387.2	5
3	2	2	0	3997.694501	0.0008	2.501441768	5E-07	3.89E-07	3.89E-07	2.37E-06	-24033.372194	0.003	17387.2	5
3	2	3	0	302.306169	1E-05	33.07904709	1E-06	2.29E-11	2.29E-11	2.37E-06	-24033.372194	0.003	17387.2	5
3	3	0	5	10643.892456	0.002	0.939505922	2E-07	1.67E-09	1.67E-09	2.37E-06	-23733.987452	0.003	17817.9	21
3	3	0	3	11678.563155	0.002	0.85626972	2E-07	1.75E-08	1.76E-08	2.37E-06	-23733.987452	0.003	17817.9	21
3	3	0	1	12265.595188	0.002	0.815288606	2E-07	3.64E-08	3.64E-08	2.37E-06	-23733.987452	0.003	17817.9	21
3	3	1	5	6570.16015	0.002	1.522032914	3E-07	1.98E-07	1.98E-07	2.37E-06	-23733.987452	0.003	17817.9	21
3	3	1	3	7552.690452	0.002	1.324031491	3E-07	3.3E-07	3.3E-07	2.37E-06	-23733.987452	0.003	17817.9	21
3	3	1	1	8110.341328	0.002	1.232993729	2E-07	4.68E-07	4.68E-07	2.37E-06	-23733.987452	0.003	17817.9	21
3	3	2	5	2729.884673	0.0007	3.663158411	9E-07	3.52E-07	3.52E-07	2.37E-06	-23733.987452	0.003	17817.9	21
3	3	2	3	3661.379858	0.0007	2.731210742	5E-07	4.42E-07	4.54E-07	2.37E-06	-23733.987452	0.003	17817.9	21
3	3	2	1	4190.287569	0.0008	2.386471056	4E-07	5.15E-07	5.15E-07	2.37E-06	-23733.987452	0.003	17817.9	21
3	3	3	1	500.593978	2E-05	19.976269071	9E-07	3.67E-10	3.67E-10	2.37E-06	-23733.987452	0.003	17817.9	21
3	4	0	6	10363.918529	0.002	0.96488601	2E-07	3.03E-10	3.03E-10	2.36E-06	-23339.253913	0.003	18385.9	9
3	4	0	4	11610.018094	0.002	0.8613251	2E-07	1.72E-08	1.72E-08	2.36E-06	-23339.253913	0.003	18385.9	9
3	4	0	2	12424.442407	0.002	0.804865094	2E-07	5.08E-08	5.08E-08	2.36E-06	-23339.253913	0.003	18385.9	9
3	4	1	6	6324.426745	0.002	1.581170975	4E-07	1.38E-07	1.38E-07	2.36E-06	-23339.253913	0.003	18385.9	9
3	4	1	4	7507.435996	0.002	1.332012688	3E-07	3.2E-07	3.2E-07	2.36E-06	-23339.253913	0.003	18385.9	9
3	4	1	2	8280.977018	0.002	1.207586977	2E-07	5.76E-07	5.76E-07	2.36E-06	-23339.253913	0.003	18385.9	9
3	4	2	6	2517.686924	0.0007	3.971899725	1E-06	2.53E-07	2.53E-07	2.36E-06	-23339.253913	0.003	18385.9	9
3	4	2	4	3638.9178	0.0007	2.74806977	5E-07	4.18E-07	4.38E-07	2.36E-06	-23339.253913	0.003	18385.9	9
3	4	2	2	4372.454536	0.0008	2.287044935	4E-07	5.65E-07	5.65E-07	2.36E-06	-23339.253913	0.003	18385.9	9
3	4	3	2	694.118281	3E-05	14.406766503	6E-07	2.1E-09	2.1E-09	2.36E-06	-23339.253913	0.003	18385.9	9
3	5	0	7	10077.797852	0.002	0.992280273	2E-07	4.37E-12	4.37E-12	2.33E-06	-22852.801098	0.003	19085.8	33
3	5	0	5	11525.078811	0.002	0.867673025	2E-07	1.72E-08	1.72E-08	2.33E-06	-22852.801098	0.003	19085.8	33
3	5	0	3	12559.74951	0.002	0.796194223	2E-07	6.51E-08	6.51E-08	2.33E-06	-22852.801098	0.003	19085.8	33
3	5	1	7	6077.742624	0.002	1.645347725	4E-07	9.54E-08	9.54E-08	2.33E-06	-22852.801098	0.003	19085.8	33
3	5	1	5	7451.346505	0.002	1.34203932	3E-07	3.13E-07	3.14E-07	2.33E-06	-22852.801098	0.003	19085.8	33
3	5	1	3	8433.876806	0.002	1.185694341	2E-07	6.59E-07	6.59E-07	2.33E-06	-22852.801098	0.003	19085.8	33
3	5	2	7	2309.650488	0.0007	4.329659423	1E-06	1.78E-07	1.78E-07	2.33E-06	-22852.801098	0.003	19085.8	33
3	5	2	5	3611.071027	0.0007	2.769261509	6E-07	3.98E-07	4.28E-07	2.33E-06	-22852.801098	0.003	19085.8	33
3	5	2	3	4542.566212	0.0008	2.201398842	4E-07	5.65E-07	5.65E-07	2.33E-06	-22852.801098	0.003	19085.8	33
3	5	3	3	881.186354	4E-05	11.348337335	5E-07	7.4E-09	7.4E-09	2.33E-06	-22852.801098	0.003	19085.8	33
3	6	0	8	9787.170502	0.002	1.021745764	2E-07	3.32E-10	3.32E-10	2.28E-06	-22278.955914	0.003	19911.4	13
3	6	0	6	11424.216528	0.002	0.875333549	2E-07	1.72E-08	1.72E-08	2.28E-06	-22278.955914	0.003	19911.4	13
